0,steering,0
1,wheel,0
2,control,9
3,self,11
4,driving,1
5,voice,8
6,charging,1
7,car,1
8,interaction,7
9,sleeping,4
10,sensor,0
11,parking,0
12,hand,5
13,commands,2
14,keyboard,0
15,mouse,0
16,wireless,2
17,autonomous,6
18,connectivity,2
19,display,2
20,automatic,2
21,entry,3
22,exit,0
23,luggage,4
24,collection,10
